"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060326","cell chemotaxis","34/655","330/18860",0.103030303030303,2.96664353458247,6.83643277490863,1.63932355197457e-08,1.55890390602864e-06,1.09787468068684e-06,"EDNRB/AGTR1/VEGFD/S1PR1/SLIT2/SEMA5A/MIF/ENG/DOCK4/MDK/GREM1/GAS6/SFTPD/TPBG/CCL14/PLA2G1B/HBEGF/STK39/C5AR1/NEDD9/ALOX5/PTN/F2RL1/CXCL13/CXCL3/CXCL12/EDN1/PERP/DUSP1/NR4A1/CX3CR1/CXCL2/CXCL14/IL6",34
"GO:0060485","mesenchyme development","35/655","347/18860",0.100864553314121,2.90428316870889,6.79113719648604,1.73584756977358e-08,1.62012439845534e-06,1.14098986457632e-06,"EDNRB/TCF21/FOXF1/TGFBR3/TNXB/RGCC/TBX2/SEMA5A/EMP2/TMEM100/ENG/HOXA5/QKI/TBX3/TGFBR2/MDK/SEMA3G/GREM1/FERMT2/SOX4/FGFR2/COL1A1/FOXF2/SEMA6A/DSG2/ZEB2/HEY1/WWTR1/BMP2/EDN1/S100A4/EZH2/FOLR1/EDNRA/IL6",35
"GO:0009636","response to toxic substance","30/655","270/18860",0.111111111111111,3.19932145886344,6.9042345613825,2.09768197507011e-08,1.9222394826097e-06,1.35375763060984e-06,"CD36/DUOX1/CAT/GPX3/SESN1/FBLN5/HBB/HBA1/HBA2/MT1M/PRDX4/SLC39A8/CP/CCNB1/ALDH2/CDH1/SRD5A1/SLC6A4/CDK1/CES1/ALDH1A1/SLC15A2/EDN1/ABCG1/NQO1/ALOX5AP/SLC7A11/EDNRA/FOS/LCN2",30
"GO:0085029","extracellular matrix assembly","13/655","53/18860",0.245283018867925,7.06265303183062,8.38350302214474,2.22273443816333e-08,2.000460994347e-06,1.40884596343736e-06,"RAMP2/TGFBR3/TNXB/GPM6B/TIE1/RGCC/MFAP4/FBLN5/MYH11/GAS6/LTBP4/COL3A1/COL1A2",13
"GO:0051306","mitotic sister chromatid separation","14/655","64/18860",0.21875,6.2986641221374,8.05393830070791,3.10747690672744e-08,2.74766379121163e-06,1.93507149205631e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/UBE2C/DLGAP5/BUB1/TTK/DUSP1/NDC80/TRIP13",14
"GO:0051384","response to glucocorticoid","20/655","133/18860",0.150375939849624,4.32990874131895,7.30985370530437,3.39472172808772e-08,2.94989612233829e-06,2.07749576535604e-06,"FAM107A/SLIT2/TBX2/CDO1/BCHE/GHR/MDK/PTGDS/ABCA3/KLF9/SRD5A1/AQP1/FOSB/ZFP36/EDN1/DUSP1/SCGB1A1/FOS/IL6/IGFBP2",20
"GO:0051783","regulation of nuclear division","21/655","147/18860",0.142857142857143,4.113413304253,7.18800505914511,3.88200988850552e-08,3.31615759967251e-06,2.33543931205006e-06,"CAV2/RCC1/ZWINT/CDC20/CCNB1/NUSAP1/CENPF/MAD2L1/NEK2/BIRC5/RPS6KA2/BUB1B/UBE2C/DLGAP5/AURKA/BUB1/TTK/EDN1/DUSP1/NDC80/TRIP13",21
"GO:0030324","lung development","25/655","203/18860",0.123152709359606,3.54604595194224,6.9179590908217,4.21480065098485e-08,3.54043254682727e-06,2.49338733247735e-06,"TCF21/FOXF1/EPAS1/CLDN18/TBX2/HEG1/KLF2/HOXA5/GATA6/TGFBR2/SFTPD/ABCA3/GPC3/MMP12/FGFR2/COL3A1/MME/RBP4/BMP2/ID1/AGR2/CHI3L1/SLC7A11/TNC/CCN2",25
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","40/655","446/18860",0.0896860986547085,2.58241193988977,6.41501313200772,4.49178943501732e-08,3.71124897581759e-06,2.61368662206702e-06,"CDH5/TGFBR3/CLDN5/CAV1/PALM2AKAP2/RGCC/SPTBN1/CAV2/TMEM100/LRRC32/ENG/CHRDL1/SULF1/SOSTDC1/TGFBR2/GREM1/SMAD6/GDF10/FERMT2/CRIM1/ZNF423/LTBP4/GPC3/CDH3/ITGA8/COL3A1/CDKN1C/COL1A2/ZEB2/WWTR1/BMP2/TTK/DKK3/ID1/GDF15/COMP/FOLR1/HPGD/EGR1/FOS",40
"GO:0014706","striated muscle tissue development","39/655","430/18860",0.0906976744186047,2.61153914432807,6.41205232616143,4.92053962721688e-08,3.99992253567308e-06,2.81698805143893e-06,"TCF21/TGFBR3/CAV1/S1PR1/TBX2/TNNC1/HEG1/CAV2/ENG/GATA6/TBX3/MYH11/GREM1/MEIS1/MYH10/COL11A1/HLF/HLX/FGFR2/CCNB1/NEBL/CENPF/FHL2/RCAN1/CDK1/DSG2/EFNB2/HEY1/RBP4/BMP2/EDN1/DMD/DSP/NR4A1/MAFF/EDNRA/ATF3/EGR1/FOS",39
"GO:0001649","osteoblast differentiation","29/655","265/18860",0.109433962264151,3.15102981420135,6.68891865061199,5.04696539116581e-08,4.03757231293265e-06,2.84350330810545e-06,"SPP1/CAT/TMT1A/PTPRB/ID4/GREM1/SMAD6/GDF10/FERMT2/CRIM1/H3-3B/FGFR2/COL1A1/FHL2/IGFBP3/PTCH1/LGR4/ID3/WWTR1/BMP2/CEBPD/VCAN/ID1/GABBR1/TNC/CCN2/CYP24A1/IL6/IGFBP2",29
"GO:0140014","mitotic nuclear division","30/655","281/18860",0.106761565836299,3.0740811170574,6.64434797087871,5.19237127413114e-08,4.08899237837827e-06,2.87971643690299e-06,"RGCC/CAV2/RCC1/ZWINT/CDC20/CCNB1/NUSAP1/CENPF/CDK1/TPX2/CDKN1C/MAD2L1/NEK2/KAT2B/BIRC5/KIF2A/BUB1B/UBE2C/DLGAP5/KIF4A/AURKA/PRC1/UBE2S/KIF11/BUB1/TTK/EDN1/DUSP1/NDC80/TRIP13",30
"GO:0000070","mitotic sister chromatid segregation","24/655","192/18860",0.125,3.59923664122137,6.86644866382292,5.89194210298188e-08,4.4749479339789e-06,3.15152974799015e-06,"RCC1/ZWINT/CDC20/CCNB1/NUSAP1/CENPF/CDK1/TPX2/MAD2L1/NEK2/KAT2B/BIRC5/KIF2A/BUB1B/UBE2C/DLGAP5/KIF4A/PRC1/KIF11/BUB1/TTK/DUSP1/NDC80/TRIP13",24
"GO:0007094","mitotic spindle assembly checkpoint signaling","12/655","48/18860",0.25,7.19847328244275,8.15591152369304,6.16649548295081e-08,4.4749479339789e-06,3.15152974799015e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0061383","trabecula morphogenesis","12/655","48/18860",0.25,7.19847328244275,8.15591152369304,6.16649548295081e-08,4.4749479339789e-06,3.15152974799015e-06,"TEK/TGFBR3/S1PR1/HEG1/ENG/GREM1/COL1A1/FHL2/ADAMTS1/HEY1/RBP4/ADGRG6",12
"GO:0071173","spindle assembly checkpoint signaling","12/655","48/18860",0.25,7.19847328244275,8.15591152369304,6.16649548295081e-08,4.4749479339789e-06,3.15152974799015e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0071174","mitotic spindle checkpoint signaling","12/655","48/18860",0.25,7.19847328244275,8.15591152369304,6.16649548295081e-08,4.4749479339789e-06,3.15152974799015e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0030323","respiratory tube development","25/655","207/18860",0.120772946859903,3.47752332485157,6.79850181938906,6.21520546385958e-08,4.4749479339789e-06,3.15152974799015e-06,"TCF21/FOXF1/EPAS1/CLDN18/TBX2/HEG1/KLF2/HOXA5/GATA6/TGFBR2/SFTPD/ABCA3/GPC3/MMP12/FGFR2/COL3A1/MME/RBP4/BMP2/ID1/AGR2/CHI3L1/SLC7A11/TNC/CCN2",25
"GO:0061041","regulation of wound healing","20/655","139/18860",0.143884892086331,4.14300620572245,7.05460587353798,7.2293762360579e-08,5.13183890559603e-06,3.61415221171049e-06,"CD36/DUOX1/CAV1/THBD/ANGPT1/CPB2/WFDC1/FERMT2/FAP/HBEGF/SERPING1/MYLK/CLDN4/CLDN3/PLAU/ALOX5/F2RL1/PROS1/CEACAM1/EDN1",20
"GO:0071559","response to transforming growth factor beta","32/655","318/18860",0.10062893081761,2.89749867972538,6.47293718633089,7.53771765252166e-08,5.22169676936685e-06,3.67743556940372e-06,"CDH5/TGFBR3/CLDN5/CAV1/RGCC/CAV2/LRRC32/ENG/TGFBR2/SMAD6/GDF10/FERMT2/LTBP4/FGFR2/HYAL2/COL1A1/CDH3/ITGA8/COL3A1/CDKN1C/COL1A2/ZEB2/BMP2/EDN1/POSTN/DKK3/ID1/MXRA5/GDF15/FOLR1/HPGD/FOS",32
"GO:0010594","regulation of endothelial cell migration","27/655","239/18860",0.112970711297071,3.25286658788208,6.64840646460838,7.56317190801151e-08,5.22169676936685e-06,3.67743556940372e-06,"TEK/STARD13/TGFBR3/SASH1/JCAD/SLIT2/MMRN2/RGCC/SEMA5A/EMP2/GATA2/ANGPT1/KLF4/GREM1/PLPP3/RRAS/AKT3/AGTR2/GPI/DCN/PTN/CXCL13/CEACAM1/ANXA3/EDN1/SRPX2/LCN2",27
"GO:0031577","spindle checkpoint signaling","12/655","49/18860",0.244897959183673,7.05156566443371,8.04534156903906,7.91074955041372e-08,5.29515260221875e-06,3.72916762211396e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0001837","epithelial to mesenchymal transition","24/655","195/18860",0.123076923076923,3.54386376981797,6.77301125394484,7.94057105862666e-08,5.29515260221875e-06,3.72916762211396e-06,"TGFBR3/TNXB/RGCC/EMP2/TMEM100/ENG/QKI/TBX3/TGFBR2/MDK/GREM1/FERMT2/FGFR2/COL1A1/FOXF2/DSG2/HEY1/WWTR1/BMP2/EDN1/S100A4/EZH2/EDNRA/IL6",24
"GO:0002274","myeloid leukocyte activation","28/655","255/18860",0.109803921568627,3.16168238287682,6.59222124994044,7.98475392398066e-08,5.29515260221875e-06,3.72916762211396e-06,"AGER/FOXF1/CD93/MIF/GATA2/DNASE1L3/TGFBR2/PTGDS/IL33/FGR/VSIG4/CLU/HYAL2/LDLR/STK39/C5AR1/F2RL1/HSPD1/ADGRF5/ANXA3/NR4A1/TYROBP/NR4A3/UBD/CX3CR1/IL1RL1/PLA2G4A/IL6",28
"GO:0031960","response to corticosteroid","21/655","154/18860",0.136363636363636,3.9264399722415,6.91662379188414,8.8216965265455e-08,5.77420136282978e-06,4.06654281442398e-06,"FAM107A/SLIT2/TBX2/CDO1/BCHE/GHR/MDK/PTGDS/ABCA3/KLF9/STK39/SRD5A1/AQP1/FOSB/ZFP36/EDN1/DUSP1/SCGB1A1/FOS/IL6/IGFBP2",21
"GO:0051145","smooth muscle cell differentiation","15/655","80/18860",0.1875,5.39885496183206,7.47862024565416,8.9937406577353e-08,5.81134011730589e-06,4.09269817785202e-06,"EDNRB/FOXF1/RAMP2/TBX2/TMEM204/ENG/QKI/GATA6/TBX3/FGFR2/ITGA8/RCAN1/HEY1/COMP/EDNRA",15
"GO:0042692","muscle cell differentiation","39/655","441/18860",0.0884353741496599,2.54639871215662,6.23293199844624,9.62540838473696e-08,6.12271214810036e-06,4.3119852471584e-06,"EDNRB/FOXF1/RAMP2/TBX2/CAV2/TMEM204/ENG/QKI/GATA6/TBX3/MYH11/GREM1/MEIS1/LMOD1/MYH10/CACNA2D2/CAPN3/ATP2A2/H3-3B/FGFR2/CCNB1/NEBL/FHL2/ITGA8/RCAN1/MYL9/CDK1/EFNB2/SYNE1/HEY1/BMP2/EDN1/KRT19/CEACAM5/EZH2/DMD/GDF15/COMP/EDNRA",39
"GO:0033046","negative regulation of sister chromatid segregation","12/655","50/18860",0.24,6.91053435114504,7.93783356610283,1.0083037862943e-07,6.12271214810036e-06,4.3119852471584e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0033048","negative regulation of mitotic sister chromatid segregation","12/655","50/18860",0.24,6.91053435114504,7.93783356610283,1.0083037862943e-07,6.12271214810036e-06,4.3119852471584e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/655","50/18860",0.24,6.91053435114504,7.93783356610283,1.0083037862943e-07,6.12271214810036e-06,4.3119852471584e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:2000816","negative regulation of mitotic sister chromatid separation","12/655","50/18860",0.24,6.91053435114504,7.93783356610283,1.0083037862943e-07,6.12271214810036e-06,4.3119852471584e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0007596","blood coagulation","27/655","243/18860",0.111111111111111,3.19932145886344,6.54518064902737,1.06647178968947e-07,6.39883073813685e-06,4.5064447053044e-06,"CD36/VWF/CAV1/SVEP1/THBD/ANGPT1/CPB2/HBB/GAS6/FBLN1/FAP/SERPING1/SLC6A4/MYL9/F8/COL3A1/PLAU/ANXA8/F2RL1/PROS1/CEACAM1/EDN1/COMP/SLC7A11/PLA2G4A/IL6/TFPI2",27
"GO:0009612","response to mechanical stimulus","26/655","228/18860",0.114035087719298,3.28351412883353,6.58000202736015,1.09082027230511e-07,6.46792255578562e-06,4.55510335382396e-06,"TEK/PECAM1/MDK/COL11A1/CCNB1/COL1A1/RCAN1/PTGER4/SLC2A1/PTCH1/AQP1/GPI/MEIS2/FOSB/PTN/ETV1/CXCL12/EDN1/POSTN/DMD/CHI3L1/GCLC/TNC/SCEL/FOS/IGFBP2",26
"GO:0045926","negative regulation of growth","26/655","229/18860",0.11353711790393,3.26917563918797,6.55318471183475,1.19102532224909e-07,6.97996235364584e-06,4.91571283552501e-06,"NPR1/SPP1/FHL1/SLIT2/SEMA5A/CRYAB/SESN1/ADRB2/ENO1/WWC2/WFDC1/SEMA3G/MT1M/HYAL1/GPC3/HYAL2/CDH1/SLC6A4/PTCH1/AGTR2/SOCS2/RBP4/TMPRSS4/FBP1/GDF15/CDKN2A",26
"GO:0060343","trabecula formation","9/655","26/18860",0.346153846153846,9.96711685261304,8.67866368114718,1.27990464258465e-07,7.41461999842143e-06,5.22182511167023e-06,"TEK/TGFBR3/GREM1/COL1A1/FHL2/ADAMTS1/HEY1/RBP4/ADGRG6",9
"GO:0001952","regulation of cell-matrix adhesion","19/655","131/18860",0.145038167938931,4.17621350737137,6.91946759736577,1.34474556221504e-07,7.70172458359522e-06,5.42402157391042e-06,"FAM107A/CD36/TEK/GPM6B/ARHGAP6/EMP2/MACF1/DLC1/LIMCH1/GREM1/PLPP3/FERMT2/PIK3R1/RRAS/MMP12/PLAU/SLK/POSTN/CDKN2A",19
"GO:0061384","heart trabecula morphogenesis","10/655","34/18860",0.294117647058824,8.46879209699147,8.26790428801304,1.4697621012192e-07,8.32314717993793e-06,5.86166505654776e-06,"TEK/TGFBR3/S1PR1/HEG1/ENG/FHL2/ADAMTS1/HEY1/RBP4/ADGRG6",10
"GO:0071560","cellular response to transforming growth factor beta stimulus","31/655","311/18860",0.0996784565916399,2.8701308264402,6.30778049000594,1.49149028632428e-07,8.35234560341597e-06,5.88222835729295e-06,"CDH5/TGFBR3/CLDN5/CAV1/RGCC/CAV2/LRRC32/ENG/TGFBR2/SMAD6/GDF10/FERMT2/LTBP4/FGFR2/HYAL2/COL1A1/CDH3/ITGA8/COL3A1/CDKN1C/COL1A2/ZEB2/BMP2/EDN1/POSTN/DKK3/ID1/GDF15/FOLR1/HPGD/FOS",31
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","12/655","52/18860",0.230769230769231,6.64474456840869,7.73142053929533,1.60850555691775e-07,8.77950296964754e-06,6.18305848238335e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:1905819","negative regulation of chromosome separation","12/655","52/18860",0.230769230769231,6.64474456840869,7.73142053929533,1.60850555691775e-07,8.77950296964754e-06,6.18305848238335e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0050817","coagulation","27/655","248/18860",0.108870967741935,3.13481901009604,6.41911296472595,1.62002733368496e-07,8.77950296964754e-06,6.18305848238335e-06,"CD36/VWF/CAV1/SVEP1/THBD/ANGPT1/CPB2/HBB/GAS6/FBLN1/FAP/SERPING1/SLC6A4/MYL9/F8/COL3A1/PLAU/ANXA8/F2RL1/PROS1/CEACAM1/EDN1/COMP/SLC7A11/PLA2G4A/IL6/TFPI2",27
"GO:0072006","nephron development","21/655","160/18860",0.13125,3.77919847328244,6.69643086091678,1.71319022375373e-07,9.18561566778595e-06,6.46906767580916e-06,"EDNRB/TEK/TCF21/PECAM1/CD34/ANGPT1/SULF1/GREM1/GPC3/PODXL/PTCH1/AGTR2/LGR4/AQP1/CD24/WWTR1/COL4A3/BMP2/EDN1/EDNRA/EGR1",21
"GO:0051985","negative regulation of chromosome segregation","12/655","53/18860",0.226415094339623,6.51937202938211,7.63224810091009,2.014232029045e-07,1.0686030975144e-05,7.52575113788336e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0048732","gland development","39/655","454/18860",0.0859030837004405,2.47348421158826,6.02807077853799,2.05572846977423e-07,1.07925744663147e-05,7.60078552640207e-06,"TCF21/FOXF1/TGFBR3/CAV1/LIMS2/TBX2/NME1/HOXA5/GATA2/CDO1/GATA6/TBX3/SULF1/SOSTDC1/TGFBR2/MDK/ID4/HLX/FGFR2/CDH1/CCNB2/SRD5A1/CDKN1C/PTCH1/SOCS2/AURKA/BMP2/SLC7A5/PTN/CEACAM1/ELF3/EDN1/PERP/DKK3/EZH2/CDKN2A/EDNRA/TNC/IL6",39
"GO:0003158","endothelium development","20/655","149/18860",0.134228187919463,3.86495209795584,6.6595769028613,2.31963069718695e-07,1.2052514137961e-05,8.48811146056906e-06,"EDNRB/CDH5/PECAM1/STARD13/CLDN5/S1PR1/TIE1/HEG1/TMEM100/CD34/DSG2/CLDN3/HEY1/APOLD1/F2RL1/CEACAM1/EDN1/ID1/EDNRA/LCN2",20
"GO:0016525","negative regulation of angiogenesis","21/655","163/18860",0.128834355828221,3.70964267316068,6.59028960952225,2.35703832951384e-07,1.21219114089283e-05,8.53698522784175e-06,"CD36/NPR1/TEK/STARD13/CLDN5/TIE1/RGCC/KLF2/FBLN5/HOXA5/QKI/SULF1/KLF4/THBS2/ADAMTS1/SEMA6A/ALOX5/COL4A3/DCN/PGK1/CX3CR1",21
"GO:0051784","negative regulation of nuclear division","13/655","64/18860",0.203125,5.84875954198473,7.37008598506163,2.44215498571039e-07,1.2432789018162e-05,8.75592409549754e-06,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/RPS6KA2/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",13
"GO:2000181","negative regulation of blood vessel morphogenesis","21/655","165/18860",0.127272727272727,3.6646773074254,6.52091440262395,2.90254233093411e-07,1.46288133479079e-05,1.03024976209577e-05,"CD36/NPR1/TEK/STARD13/CLDN5/TIE1/RGCC/KLF2/FBLN5/HOXA5/QKI/SULF1/KLF4/THBS2/ADAMTS1/SEMA6A/ALOX5/COL4A3/DCN/PGK1/CX3CR1",21
"GO:0060347","heart trabecula formation","7/655","15/18860",0.466666666666667,13.4371501272265,9.14014475697718,2.97875754013868e-07,1.48642950517811e-05,1.04683381191742e-05,"TEK/TGFBR3/FHL2/ADAMTS1/HEY1/RBP4/ADGRG6",7
"GO:1905818","regulation of chromosome separation","14/655","76/18860",0.184210526315789,5.30413820811571,7.1315446113228,3.03771938743159e-07,1.49163756636914e-05,1.05050164448553e-05,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/UBE2C/DLGAP5/BUB1/TTK/DUSP1/NDC80/TRIP13",14
"GO:0043434","response to peptide hormone","39/655","461/18860",0.0845986984815618,2.43592588299581,5.92065854786013,3.04838629634962e-07,1.49163756636914e-05,1.05050164448553e-05,"EDNRB/AGTR1/TGFBR3/CAV1/CAT/CAV2/KLF2/CDO1/KL/KLF4/PID1/GHR/PIK3R1/SORBS1/PLA2G1B/AKT3/PDK4/TIMP1/COL1A1/CA2/SRD5A1/COL3A1/SLC2A1/KAT2B/AGTR2/SOCS2/RBP4/CEACAM1/CXCL12/EDN1/FBP1/NR4A1/GDF15/NR4A3/GCLC/EDNRA/EGR1/NR4A2/FOS",39
"GO:0048754","branching morphogenesis of an epithelial tube","21/655","166/18860",0.126506024096386,3.64260093810356,6.48663032831168,3.21670456623781e-07,1.5588645205614e-05,1.09784694305201e-05,"TCF21/FOXF1/RASIP1/SLIT2/TIE1/TBX2/ENG/HOXA5/TBX3/TGFBR2/MDK/GREM1/GPC3/FGFR2/PTCH1/AGTR2/LGR4/BMP2/EDN1/EDNRA/TNC",21
"GO:0016049","cell growth","41/655","499/18860",0.0821643286573146,2.3658308984381,5.86521152695567,3.29004709326359e-07,1.57922260476652e-05,1.11218434070023e-05,"FAM107A/NPR1/SPP1/FHL1/AGTR1/SLIT2/SEMA5A/CRYAB/SESN1/MACF1/ENO1/TGFBR2/TRPV2/WFDC1/SEMA3G/MEIS1/HYAL1/NEDD4L/LTBP4/H3-3B/HBEGF/HYAL2/IGFBP3/CDH1/NRN1/NET1/AGTR2/SOCS2/CRABP2/ZEB2/AURKA/FLRT3/CEACAM1/CXCL12/EDN1/POSTN/SFN/FBP1/CDKN2A/EDNRA/TNC",41
"GO:1901343","negative regulation of vasculature development","21/655","167/18860",0.125748502994012,3.62078895643827,6.45261006520028,3.56178848260354e-07,1.69352961814357e-05,1.19268627242692e-05,"CD36/NPR1/TEK/STARD13/CLDN5/TIE1/RGCC/KLF2/FBLN5/HOXA5/QKI/SULF1/KLF4/THBS2/ADAMTS1/SEMA6A/ALOX5/COL4A3/DCN/PGK1/CX3CR1",21
"GO:0002688","regulation of leukocyte chemotaxis","18/655","126/18860",0.142857142857143,4.113413304253,6.6510686446043,3.61462014015374e-07,1.70258743050232e-05,1.19906533326103e-05,"VEGFD/SLIT2/MIF/MDK/GREM1/GAS6/STK39/C5AR1/NEDD9/PTN/F2RL1/CXCL13/CXCL12/EDN1/PERP/DUSP1/CX3CR1/IL6",18
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","36/655","411/18860",0.0875912408759124,2.52209282888505,5.91779987007522,3.79941649673966e-07,1.77306103181184e-05,1.24869711764192e-05,"CDH5/TGFBR3/CLDN5/CAV1/RGCC/CAV2/TMEM100/LRRC32/ENG/CHRDL1/SULF1/SOSTDC1/TGFBR2/GREM1/SMAD6/GDF10/FERMT2/CRIM1/ZNF423/LTBP4/GPC3/CDH3/ITGA8/COL3A1/CDKN1C/COL1A2/ZEB2/BMP2/DKK3/ID1/GDF15/COMP/FOLR1/HPGD/EGR1/FOS",36
"GO:0048771","tissue remodeling","23/655","197/18860",0.116751269035533,3.36172356337428,6.32056768367546,3.85718945000134e-07,1.78350778238594e-05,1.25605435300865e-05,"AGER/SPP1/EPAS1/CAV1/S1PR1/TIE1/CLDN18/LEPR/ADRB2/MDK/GREM1/PDK4/TIMP1/NPR3/AGTR2/LGR4/ACP5/PTN/CEACAM1/ELF3/CDKN2A/EDNRA/IL6",23
"GO:0060562","epithelial tube morphogenesis","32/655","344/18860",0.0930232558139535,2.67850168649032,5.95953062378814,4.51790406613976e-07,2.04862666323541e-05,1.44276714879486e-05,"TCF21/STARD13/FOXF1/RASIP1/SLIT2/MMRN2/TIE1/TBX2/ENG/HOXA5/DLC1/TBX3/SOSTDC1/TGFBR2/MDK/GREM1/ST14/GPC3/PODXL/FGFR2/PTCH1/AGTR2/EFNB2/LGR4/ZEB2/BMP2/EDN1/PERP/FOLR1/EDNRA/TNC/LCN2",32
"GO:0001763","morphogenesis of a branching structure","24/655","214/18860",0.11214953271028,3.22922165941357,6.2208816541403,4.56305756755988e-07,2.04862666323541e-05,1.44276714879486e-05,"TCF21/FOXF1/RASIP1/SLIT2/TIE1/TBX2/ENG/HOXA5/TBX3/SULF1/TGFBR2/MDK/GREM1/ST14/GPC3/FGFR2/COL13A1/PTCH1/AGTR2/LGR4/BMP2/EDN1/EDNRA/TNC",24
"GO:0071774","response to fibroblast growth factor","18/655","128/18860",0.140625,4.04914122137405,6.56561009430995,4.59377987375796e-07,2.04862666323541e-05,1.44276714879486e-05,"FGFR4/TBX2/KL/SULF1/HYAL1/FGFR2/HYAL2/COL1A1/NDNF/FLRT3/ZFP36/CXCL13/POSTN/NR4A1/SCGB1A1/GCLC/TNC/CCN2",18
"GO:0061138","morphogenesis of a branching epithelium","23/655","199/18860",0.115577889447236,3.32793739690821,6.26202817659301,4.62349616694345e-07,2.04862666323541e-05,1.44276714879486e-05,"TCF21/FOXF1/RASIP1/SLIT2/TIE1/TBX2/ENG/HOXA5/TBX3/SULF1/TGFBR2/MDK/GREM1/ST14/GPC3/FGFR2/PTCH1/AGTR2/LGR4/BMP2/EDN1/EDNRA/TNC",23
"GO:0042116","macrophage activation","17/655","115/18860",0.147826086956522,4.25648854961832,6.64416473637279,4.63379840493723e-07,2.04862666323541e-05,1.44276714879486e-05,"AGER/CD93/MIF/IL33/VSIG4/CLU/LDLR/STK39/C5AR1/HSPD1/ADGRF5/NR4A1/TYROBP/CX3CR1/IL1RL1/PLA2G4A/IL6",17
"GO:0045839","negative regulation of mitotic nuclear division","12/655","57/18860",0.210526315789474,6.06187223784652,7.25971669067024,4.70274256575596e-07,2.06102804620957e-05,1.45150095484935e-05,"ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",12
"GO:0031032","actomyosin structure organization","24/655","215/18860",0.111627906976744,3.21420202378839,6.19355385247779,4.97182634151797e-07,2.16017282424574e-05,1.52132472083472e-05,"S1PR1/ARHGAP6/RGCC/ARRB1/DLC1/LIMCH1/MYH11/SYNPO/LMOD1/FERMT2/MYH10/EPB41L2/CAPN3/PIK3R1/SORBS1/ECT2/NEBL/MYL9/PTGER4/CNN1/ZEB2/EDN1/KRT19/CCN2",24
"GO:2001212","regulation of vasculogenesis","7/655","16/18860",0.4375,12.5973282442748,8.80270264245098,5.13688540971557e-07,2.18085500022104e-05,1.53589036356419e-05,"RAMP2/EMP2/TMEM100/CD34/RRAS/HEY1/CEACAM1",7
"GO:0022612","gland morphogenesis","18/655","129/18860",0.13953488372093,4.01775252973549,6.52352955779967,5.16886501810953e-07,2.18085500022104e-05,1.53589036356419e-05,"CAV1/LIMS2/TBX2/TBX3/SULF1/SOSTDC1/TGFBR2/MDK/ID4/FGFR2/PTCH1/PTN/CEACAM1/ELF3/PERP/CDKN2A/TNC/IL6",18
"GO:0072012","glomerulus vasculature development","9/655","30/18860",0.3,8.6381679389313,7.94162377189765,5.17387795903502e-07,2.18085500022104e-05,1.53589036356419e-05,"TEK/TCF21/PECAM1/CD34/ANGPT1/AQP1/EDN1/EDNRA/EGR1",9
